category,@id,name,description,supersededBy,nameZh,descriptionZh,alternateName,wikidataName,wikidataUrl,wikipediaUrl,schemaorgUrl
property,http://cnschema.org/about,about,The subject matter of the content.,,关于,事物的关于信息,,,,,http://schema.org/about
property,http://cnschema.org/acceptedAnswer,acceptedAnswer,"The answer that has been accepted as best, typically on a Question/Answer site. Sites vary in their selection mechanisms, e.g. drawing on community opinion and/or the view of the Question author.",,被采纳的答案,被接受的最佳答案，通常是出现在问答网站上。不同的网站选择的机制不同，例如社区观点、提问者的观点。,,,,,http://schema.org/acceptedAnswer
property,http://cnschema.org/acceptedOffer,acceptedOffer,"The offer(s) -- e.g., product, quantity and price combinations -- included in the order.",,被接受的报价,报价，例如订单中包含的产品、数量、价格的组合,,,,,http://schema.org/acceptedOffer
property,http://cnschema.org/acceptedPaymentMethod,acceptedPaymentMethod,The payment method(s) accepted by seller for this offer.,,卖家接受的支付方式,卖家接受的支付方式，现金、信用卡等。,,payment types accepted,https://www.wikidata.org/entity/P2851,,http://schema.org/acceptedPaymentMethod
property,http://cnschema.org/acceptsReservations,acceptsReservations,"Indicates whether a FoodEstablishment accepts reservations. Values can be Boolean, an URL at which reservations can be made or (for backwards compatibility) the strings Yes or No.",,是否接受预定,表示食品相关的企业是否接受预订，值可以是布尔型或者URL。,,,,,http://schema.org/acceptsReservations
property,http://cnschema.org/accessCode,accessCode,"Password, PIN, or access code needed for delivery (e.g. from a locker).",,存取码,密码。或者个人识别码（英语：Personal identification number，缩写为 PIN），又译为用户个人识别号码，常被称为PIN码（PIN number），是一串数字构成的通行码，用来认证使用者身份，授权他进入系统。或者访问某个系统所需要的认证码。,接入码,,,,http://schema.org/accessCode
property,http://cnschema.org/accessMode,accessMode,"The human sensory perceptual system or cognitive faculty through which a person may process or perceive information. Expected values include: auditory, tactile, textual, visual, colorDependent, chartOnVisual, chemOnVisual, diagramOnVisual, mathOnVisual, musicOnVisual, textOnVisual.",,感知形式,人类感知外部信息的一种方式，例如：听觉，触觉，文字，视觉，颜色相关，图表，化学视觉，图表视觉，数学公式视觉，音乐视觉。,,,,,http://schema.org/accessMode
property,http://cnschema.org/accessModeSufficient,accessModeSufficient,"A list of single or combined accessModes that are sufficient to understand all the intellectual content of a resource. Expected values include: auditory, tactile, textual, visual.",,全部感知形式,用于全面感知一个资源的所有感知形式的列表,,,,,http://schema.org/accessModeSufficient
property,http://cnschema.org/accessibilityAPI,accessibilityAPI,Indicates that the resource is compatible with the referenced accessibility API (WebSchemas wiki lists possible values).,,无障碍环境服务API,用于支持系统达成无障碍环境的API,,,,,http://schema.org/accessibilityAPI
property,http://cnschema.org/accessibilityControl,accessibilityControl,Identifies input methods that are sufficient to fully control the described resource (WebSchemas wiki lists possible values).,,无障碍环境服务控制方法,用于支持系统达成无障碍环境的输入方法,,,,,http://schema.org/accessibilityControl
property,http://cnschema.org/accessibilityFeature,accessibilityFeature,"Content features of the resource, such as accessible media, alternatives and supported enhancements for accessibility (WebSchemas wiki lists possible values).",,无障碍环境服务内容特性,用于支持系统达成无障碍环境的输出形式，例如可访问媒体,,,,,http://schema.org/accessibilityFeature
property,http://cnschema.org/accessibilityHazard,accessibilityHazard,A characteristic of the described resource that is physiologically dangerous to some users. Related to WCAG 2.0 guideline 2.3 (WebSchemas wiki lists possible values).,,无障碍环境服务的连带风险,系统可能对使用者产生生理危害,,,,,http://schema.org/accessibilityHazard
property,http://cnschema.org/accessibilitySummary,accessibilitySummary,"A human-readable summary of specific accessibility features or deficiencies, consistent with the other accessibility metadata but expressing subtleties such as ""short descriptions are present but long descriptions will be needed for non-visual users"" or ""short descriptions are present and no long descriptions are needed.""",,无障碍环境服务的总结,达成无障碍环境可能遇到的风险的摘要描述，例如“提供了简短的描述，但非视觉用户将需要较长的描述”或“提供了简短描述，也不需要更长的描述“。,,,,,http://schema.org/accessibilitySummary
property,http://cnschema.org/accountId,accountId,The identifier for the account the payment will be applied to.,,账户ID,账户的编号，例如银行账号，软件系统登陆账号。,,,,,http://schema.org/accountId
property,http://cnschema.org/accountablePerson,accountablePerson,Specifies the Person that is legally accountable for the CreativeWork.,,负责人,对CreativeWork负有法律责任的特定的人。,,,,,http://schema.org/accountablePerson
property,http://cnschema.org/acquiredFrom,acquiredFrom,The organization or person from which the product was acquired.,,获取来源,产品获取的机构来源,,,,,http://schema.org/acquiredFrom
property,http://cnschema.org/actionApplication,actionApplication,An application that can complete the request.,,执行操作的应用,可以完成该请求的应用程序。,,,,,http://schema.org/actionApplication
property,http://cnschema.org/actionOption,actionOption,A sub property of object. The options subject to this action.,,执行操作的选项,对象的子属性，受此操作约束的选项。,,,,,http://schema.org/actionOption
property,http://cnschema.org/actionPlatform,actionPlatform,"The high level platform(s) where the Action can be performed for the given URL. To specify a specific application or operating system instance, use actionApplication.",,执行操作的平台,对给定URL执行操作的高级平台（要指定特定的应用程序或操作系统实例需使用actionApplication）,,,,,http://schema.org/actionPlatform
property,http://cnschema.org/actionStatus,actionStatus,Indicates the current disposition of the Action.,,执行操作的状态,表示当前执行操作的状态,,,,,http://schema.org/actionStatus
property,http://cnschema.org/actor,actor,"An actor, e.g. in tv, radio, movie, video games etc., or in an event. Actors can be associated with individual items or with a series, episode, clip.",,演员,电视、广播、电影、视频游戏或事件中的演员， 演员既可以与单个项目关联，又可以与一系列剧集、情节相关联。,,,,,http://schema.org/actor
property,http://cnschema.org/actors,actors,"An actor, e.g. in tv, radio, movie, video games etc. Actors can be associated with individual items or with a series, episode, clip.",http://schema.org/actor,演员们,演员的复数形式,,,,,http://schema.org/actors
property,http://cnschema.org/addOn,addOn,An additional offer that can only be obtained in combination with the first base offer (e.g. supplements and extensions that are available for a surcharge).,,附加品,购买商品的附带赠品。,,,,,http://schema.org/addOn
property,http://cnschema.org/additionalName,additionalName,"An additional name for a Person, can be used for a middle name.",,附加名称,人（Person）的别名，可用作中间名字。,,,,,http://schema.org/additionalName
property,http://cnschema.org/additionalNumberOfGuests,additionalNumberOfGuests,"If responding yes, the number of guests who will attend in addition to the invitee.",,其余的客户人数,被邀请人之外，确认参加活动的客人,,,,,http://schema.org/additionalNumberOfGuests
property,http://cnschema.org/additionalProperty,additionalProperty,"A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org. Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.",,附加属性,表示实体附加特征的属性值对（例如schema.org中没有匹配属性的产品功能或其他特性）,,,,,http://schema.org/additionalProperty
property,http://cnschema.org/additionalType,additionalType,"An additional type for the item, typically used for adding more specific types from external vocabularies in microdata syntax. This is a relationship between something and a class that the thing is in. In RDFa syntax, it is better to use the native RDFa syntax - the 'typeof' attribute - for multiple types. Schema.org tools may have only weaker understanding of extra types, in particular those defined externally.",,附加类型,"该项的一个附加类型， 通常用于从外部词典中向微数据语法添加更加具体的类型。它表示事物和事物本身所属的类之间的关系。在RDFa语法中, 对多类型最好使用‘typeof’属性这样的本地RDFa语法. Schema.org 工具对额外类型的理解较弱，特别是外部定义的额外类型。",,,,,http://schema.org/additionalType
property,http://cnschema.org/address,address,Physical address of the item.,,地址,该项的物理地址。,,,,,http://schema.org/address
property,http://cnschema.org/addressCountry,addressCountry,"The country. For example, USA. You can also provide the two-letter ISO 3166-1 alpha-2 country code.",,地址所在国家,"地址所属国家,比如USA，China",,,,,http://schema.org/addressCountry
property,http://cnschema.org/addressLocality,addressLocality,"The locality. For example, Mountain View.",,地址所在地方,地址所在特定区域.如 中关村,,,,,http://schema.org/addressLocality
property,http://cnschema.org/addressRegion,addressRegion,"The region. For example, CA.",,地址所在行政区,地址中提及的省级地区（例如加州，河南省）,,,,,http://schema.org/addressRegion
property,http://cnschema.org/advanceBookingRequirement,advanceBookingRequirement,The amount of time that is required between accepting the offer and the actual usage of the resource or service.,,预定要求,预定资源需要提前的时间数（例如预定火车票需在发车前至少一小时）,,,,,http://schema.org/advanceBookingRequirement
property,http://cnschema.org/affiliation,affiliation,"An organization that this person is affiliated with. For example, a school/university, a club, or a team.",,所属机构,人所属的组织（例如学校/大学，俱乐部或团队）,,affiliation,http://www.wikidata.org/entity/P1416,,http://schema.org/affiliation
property,http://cnschema.org/afterMedia,afterMedia,A media object representing the circumstances after performing this direction.,,操作前的媒体展示,执行操作前显示的图片或视频等媒体对象,,,,,http://schema.org/afterMedia
property,http://cnschema.org/afterMedia,afterMedia,A media object representing the circumstances after performing this direction.,,操作前的媒体展示,执行操作前显示的图片或视频等媒体对象,,,,,http://schema.org/afterMedia
property,http://cnschema.org/agent,agent,The direct performer or driver of the action (animate or inanimate). e.g. John wrote a book.,,行为的发起者,发起作用（或产生某种结果）的人或物,施事者,,,,http://schema.org/agent
property,http://cnschema.org/aggregateRating,aggregateRating,"The overall rating, based on a collection of reviews or ratings, of the item.",,总体评分,基于该项的一系列评论的总体评价。,总体评价,,,,http://schema.org/aggregateRating
property,http://cnschema.org/aircraft,aircraft,"The kind of aircraft (e.g., ""Boeing 747"").",,航空器,任何可以飞行的载具,飞机,,,https://en.wikipedia.org/wiki/Aircraft,http://schema.org/aircraft
property,http://cnschema.org/album,album,A music album.,,专辑,将一定数量以上的歌曲或乐曲集结在一起，并对外发行的一种媒体类型,,,,https://en.wikipedia.org/wiki/Album,http://schema.org/album
property,http://cnschema.org/albumProductionType,albumProductionType,"Classification of the album by it's type of content: soundtrack, live album, studio album, etc.",,专辑制作类型,专辑的内容分类，例如：音轨，现场专辑，演播室专辑等,,,,,http://schema.org/albumProductionType
property,http://cnschema.org/albumRelease,albumRelease,A release of this album.,,专辑发行版本,专辑的发行版本，通常具有不同的出版号。例如，某专辑在香港，日本各有一个发行版本。,,,,,http://schema.org/albumRelease
property,http://cnschema.org/albumReleaseType,albumReleaseType,"The kind of release which this album is: single, EP or album.",,专辑发行类型,专辑的发行版本的类型，例如：单张，EP或专辑。,,,,,http://schema.org/albumReleaseType
property,http://cnschema.org/albums,albums,A collection of music albums.,http://schema.org/album,专辑（集合）,音乐专辑大全（拼写的单数形式，album）。,,,,,http://schema.org/albums
property,http://cnschema.org/alignmentType,alignmentType,"A category of alignment between the learning resource and the framework node. Recommended values include: 'assesses', 'teaches', 'requires', 'textComplexity', 'readingLevel', 'educationalSubject', and 'educationalLevel'.",,教学达标类型,学习资源与框架节点之间的一种对齐形式。 推荐值包括：“评估”，“教学”，“需要”，“文本复合”，“阅读层”，“教育主体”和“教育层”。,,,,,http://schema.org/alignmentType
property,http://cnschema.org/alternateName,alternateName,An alias for the item.,,别名,该项的别名。,,,,,http://schema.org/alternateName
property,http://cnschema.org/alternativeHeadline,alternativeHeadline,A secondary title of the CreativeWork.,,副标题,CreativeWork的副标题。,,,,,http://schema.org/alternativeHeadline
property,http://cnschema.org/alumni,alumni,Alumni of an organization.,,校友,同属于一个组织的人（例如校友）,毕业生,,,https://en.wikipedia.org/wiki/Alumnus,http://schema.org/alumni
property,http://cnschema.org/alumniOf,alumniOf,An organization that the person is an alumni of.,,毕业于,此人的母校。,母校,educated at,http://www.wikidata.org/entity/P69,,http://schema.org/alumniOf
property,http://cnschema.org/amenityFeature,amenityFeature,An amenity feature (e.g. a characteristic or service) of the Accommodation. This generic property does not make a statement about whether the feature is included in an offer for the main accommodation or available at extra costs.,,特色服务,住宿的便利设施（例如特色或服务）。这个通用财产并没有说明该功能是否包含在主要住宿的报价中，或者是额外的费用。,,,,,http://schema.org/amenityFeature
property,http://cnschema.org/amount,amount,The amount of money.,,金钱数量,金钱的总量,,,,,http://schema.org/amount
property,http://cnschema.org/amountOfThisGood,amountOfThisGood,The quantity of the goods included in the offer.,,货物数量,订单里货物的总量,,,,,http://schema.org/amountOfThisGood
property,http://cnschema.org/annualPercentageRate,annualPercentageRate,"The annual rate that is charged for borrowing (or made by investing), expressed as a single percentage number that represents the actual yearly cost of funds over the term of a loan. This includes any fees or additional costs associated with the transaction.",,年利率,借款（或投资产生的）年度利率，以单一百分比数表示，表示贷款期间实际的年度资金成本。这包括与交易相关的任何费用或额外费用。,年度百分率,,,https://en.wikipedia.org/wiki/Annual_percentage_rate,http://schema.org/annualPercentageRate
property,http://cnschema.org/answerCount,answerCount,The number of answers this question has received.,,回答的总数,问题的回复总数,回答数量,,,,http://schema.org/answerCount
property,http://cnschema.org/application,application,An application that can complete the request.,http://schema.org/actionApplication,相应的软件应用,能完成请求的应用软件。,"应用软件,应用程序",,,,http://schema.org/application
property,http://cnschema.org/applicationCategory,applicationCategory,"Type of software application, e.g. 'Game, Multimedia'.",,软件应用的分类,应用软件类型，如“游戏， 多媒体”。,应用软件类型,,,,http://schema.org/applicationCategory
property,http://cnschema.org/applicationSubCategory,applicationSubCategory,"Subcategory of the application, e.g. 'Arcade Game'.",,软件应用的子分类,应用的子类型，如“街机游戏”。,,,,,http://schema.org/applicationSubCategory
property,http://cnschema.org/applicationSuite,applicationSuite,The name of the application suite to which the application belongs (e.g. Excel belongs to Office).,,软件应用套装,应用所属的应用套件名称（如，Excel属于Office）。,,,,https://en.wikipedia.org/wiki/Application_suite,http://schema.org/applicationSuite
property,http://cnschema.org/appliesToDeliveryMethod,appliesToDeliveryMethod,The delivery method(s) to which the delivery charge or payment charge specification applies.,,适用的送货方式,适用于交货费用或支付费用规范的交付方式。,,,,,http://schema.org/appliesToDeliveryMethod
property,http://cnschema.org/appliesToPaymentMethod,appliesToPaymentMethod,The payment method(s) to which the payment charge specification applies.,,适用的支付方式,适用于支付费用规范的支付方式。,,,,,http://schema.org/appliesToPaymentMethod
property,http://cnschema.org/area,area,The area within which users can expect to reach the broadcast service.,http://schema.org/serviceArea,广播覆盖地区,广播覆盖的区域。,,,,,http://schema.org/area
property,http://cnschema.org/areaServed,areaServed,The geographic area where a service or offered item is provided.,,服务覆盖区域,服务或产品所覆盖的区域。,服务覆盖范围,operating area,http://www.wikidata.org/entity/P2541,,http://schema.org/areaServed
property,http://cnschema.org/arrivalAirport,arrivalAirport,The airport where the flight terminates.,,到达机场,该航班的终点机场。,终点机场,,,,http://schema.org/arrivalAirport
property,http://cnschema.org/arrivalBusStop,arrivalBusStop,The stop or station from which the bus arrives.,,到达汽车站,公交车到达的车站,,,,,http://schema.org/arrivalBusStop
property,http://cnschema.org/arrivalGate,arrivalGate,Identifier of the flight's arrival gate.,,到达登机口,航班到达的登机口,,,,,http://schema.org/arrivalGate
property,http://cnschema.org/arrivalPlatform,arrivalPlatform,The platform where the train arrives.,,到达站台,火车到达的站台,,,,,http://schema.org/arrivalPlatform
property,http://cnschema.org/arrivalStation,arrivalStation,The station where the train trip ends.,,到达火车站,火车旅程结束的车站。,火车终点站,,,,http://schema.org/arrivalStation
property,http://cnschema.org/arrivalTerminal,arrivalTerminal,Identifier of the flight's arrival terminal.,,到达航站楼,航班到达的航站楼。,,,,,http://schema.org/arrivalTerminal
property,http://cnschema.org/arrivalTime,arrivalTime,The expected arrival time.,,到达时间,（理想）达到时间,,,,,http://schema.org/arrivalTime
property,http://cnschema.org/artEdition,artEdition,"The number of copies when multiple copies of a piece of artwork are produced - e.g. for a limited edition of 20 prints, 'artEdition' refers to the total number of copies (in this example ""20"").",,拷贝（副本）数量,一个出版物的某一版本印发的拷贝数目,,,,,http://schema.org/artEdition
property,http://cnschema.org/artMedium,artMedium,"The material used. (e.g. Oil, Watercolour, Acrylic, Linoprint, Marble, Cyanotype, Digital, Lithograph, DryPoint, Intaglio, Pastel, Woodcut, Pencil, Mixed Media, etc.)",,艺术材料,使用的材料。（例如油，水彩，亚克力，大理石，数字，平版印刷，凹版，粉彩，木刻，铅笔，混合媒体等）。,,,,,http://schema.org/artMedium
property,http://cnschema.org/artform,artform,"e.g. Painting, Drawing, Sculpture, Print, Photograph, Assemblage, Collage, etc.",,艺术形式,艺术的形式，例如油画、素描、雕塑、打印、照片、组合、拼贴等。,,,,,http://schema.org/artform
property,http://cnschema.org/articleBody,articleBody,The actual body of the article.,,文章正文,文章的主体部分。,,,,,http://schema.org/articleBody
property,http://cnschema.org/articleSection,articleSection,"Articles may belong to one or more 'sections' in a magazine or newspaper, such as Sports, Lifestyle, etc.",,文章所在栏目,"在杂志或报纸中文章可能属于一个或多个‘章节’, 比如体育章节, 生活章节, 等等。",章节,,,,http://schema.org/articleSection
property,http://cnschema.org/artworkSurface,artworkSurface,"The supporting materials for the artwork, e.g. Canvas, Paper, Wood, Board, etc.",,艺术作品材质,艺术品的辅助材料，例如 帆布，纸，木材，板木等。,,,,,http://schema.org/artworkSurface
property,http://cnschema.org/assembly,assembly,"Library file name e.g., mscorlib.dll, system.web.dll.",http://schema.org/executableLibraryName,程序库,编译过的程序库文件，如mscorlib.dll system.web.dll,,,,,http://schema.org/assembly
property,http://cnschema.org/assemblyVersion,assemblyVersion,"Associated product/technology version. e.g., .NET Framework 4.5.",,程序库版本,相关的程序库的版本，比如.NET Framework 4.5,,,,,http://schema.org/assemblyVersion
property,http://cnschema.org/associatedArticle,associatedArticle,A NewsArticle associated with the Media Object.,,相关文章,与该媒体对象相关的新闻文章。,,,,,http://schema.org/associatedArticle
property,http://cnschema.org/associatedMedia,associatedMedia,A media object that encodes this CreativeWork. This property is a synonym for encoding.,,相关媒体对象,对该创作作品编码的媒体对象。此属性是编码的一个代名词。,,,,,http://schema.org/associatedMedia
property,http://cnschema.org/athlete,athlete,A person that acts as performing member of a sports team; a player as opposed to a coach.,,运动员,作为运动队队员的人，球员（与教练相对）,,,,https://en.wikipedia.org/wiki/Athlete,http://schema.org/athlete
property,http://cnschema.org/attendee,attendee,A person or organization attending the event.,,参与者,出席某一活动的组织或个人。,,,,,http://schema.org/attendee
property,http://cnschema.org/attendees,attendees,A person attending the event.,http://schema.org/attendee,参与者,出席某一活动的组织或个人。 (拼写单数形式，attendee)。,,,,,http://schema.org/attendees
property,http://cnschema.org/audience,audience,"An intended audience, i.e. a group for whom something was created.",,受众,该作品所面向的观众，也就是该作品为哪些群体创作。,目标群体,intended public,http://www.wikidata.org/entity/P2360,,http://schema.org/audience
property,http://cnschema.org/audienceType,audienceType,"The target group associated with a given audience (e.g. veterans, car owners, musicians, etc.).",,受众类型,与给定受众相关的目标群体。,,,,,http://schema.org/audienceType
property,http://cnschema.org/audio,audio,An embedded audio object.,,音频,嵌入式音频对象。,声频,audio,http://www.wikidata.org/entity/P51,,http://schema.org/audio
property,http://cnschema.org/author,author,The author of this content or rating. Please note that author is special in that HTML 5 provides a special mechanism for indicating authorship via the rel tag. That is equivalent to this and may be used interchangeably.,,作者,此内容或评分的作者。,,author,http://www.wikidata.org/entity/P50,https://en.wikipedia.org/wiki/Author,http://schema.org/author
property,http://cnschema.org/availability,availability,"The availability of this item—for example In stock, Out of stock, Pre-order, etc.",,供应状态,比如有现货，无现货，需要预定 等,,,,,http://schema.org/availability
property,http://cnschema.org/availabilityEnds,availabilityEnds,The end of the availability of the product or service included in the offer.,,供应截止时间,此报价中物品或服务的下架，下市时间,,,,,http://schema.org/availabilityEnds
property,http://cnschema.org/availabilityStarts,availabilityStarts,The beginning of the availability of the product or service included in the offer.,,供应开始时间,此报价中物品或服务的上架、上市时间,,,,,http://schema.org/availabilityStarts
property,http://cnschema.org/availableAtOrFrom,availableAtOrFrom,The place(s) from which the offer can be obtained (e.g. store locations).,,报价地点,可以获得此报价的地方（比如说商店位置）,,,,,http://schema.org/availableAtOrFrom
property,http://cnschema.org/availableChannel,availableChannel,"A means of accessing the service (e.g. a phone bank, a web site, a location, etc.).",,获得服务的渠道,访问服务的方式（例如，电话银行，网站，位置等）,,,,,http://schema.org/availableChannel
property,http://cnschema.org/availableDeliveryMethod,availableDeliveryMethod,The delivery method(s) available for this offer.,,支持的物流方式,报价所支持的物流递送方式，例如当日到达，隔日到达，邮局包裹等,,,,,http://schema.org/availableDeliveryMethod
property,http://cnschema.org/availableFrom,availableFrom,"When the item is available for pickup from the store, locker, etc.",,提货开始时间,可以从商店、储物柜等地方提货的开始时间,,,,,http://schema.org/availableFrom
property,http://cnschema.org/availableLanguage,availableLanguage,A language someone may use with the item. Please use one of the language codes from the IETF BCP 47 standard. See also inLanguage,,支持的语言,该商品所支持的语言,,,,,http://schema.org/availableLanguage
property,http://cnschema.org/availableOnDevice,availableOnDevice,Device required to run the application. Used in cases where a specific make/model is required to run the application.,,支持的设备,运行该应用程序所需要的设备，用于运行应用程序需要特定品牌或型号的情况。,,,,,http://schema.org/availableOnDevice
property,http://cnschema.org/availableThrough,availableThrough,"After this date, the item will no longer be available for pickup.",,提货截止时间,过了该日期，该商品将不可取件。,,,,,http://schema.org/availableThrough
property,http://cnschema.org/award,award,An award won by or for this item.,,所获奖项,此人或该创作性作品获得的奖金(奖项)。,,award received,http://www.wikidata.org/entity/P166,https://en.wikipedia.org/wiki/Award,http://schema.org/award
property,http://cnschema.org/awards,awards,Awards won by or for this item.,http://schema.org/award,所获奖项,"此人或该创作性作品获得的奖金(奖项)。(拼写的单数形式, award)。",,,,,http://schema.org/awards
property,http://cnschema.org/awayTeam,awayTeam,The away team in a sports event.,,客场队,体育赛事中的客场队。,,,,,http://schema.org/awayTeam
property,http://cnschema.org/bccRecipient,bccRecipient,A sub property of recipient. The recipient blind copied on a message.,,密送,消息的密送收信人，这些人的名字不会被其他收信人看到,,,,https://en.wikipedia.org/wiki/Blind_carbon_copy,http://schema.org/bccRecipient
property,http://cnschema.org/baseSalary,baseSalary,The base salary of the job or of an employee in an EmployeeRole.,,底薪,该职位的基本工资。,,base salary,http://www.wikidata.org/entity/P3618,,http://schema.org/baseSalary
property,http://cnschema.org/beforeMedia,beforeMedia,A media object representing the circumstances before performing this direction.,,操作后的媒体展示,执行操作后显示的图片或视频等媒体对象,,,,,http://schema.org/beforeMedia
property,http://cnschema.org/bccRecipient,bccRecipient,A sub property of recipient. The recipient blind copied on a message.,,密送,消息的密送收信人，这些人的名字不会被其他收信人看到,,,,https://en.wikipedia.org/wiki/Blind_carbon_copy,http://schema.org/bccRecipient
property,http://cnschema.org/bed,bed,"The type of bed or beds included in the accommodation. For the single case of just one bed of a certain type, you use bed directly with a text. If you want to indicate the quantity of a certain kind of bed, use an instance of BedDetails. For more detailed information, use the amenityFeature property.",,床位信息,住宿的床型，例如大床，单人床,,,,,http://schema.org/bed
property,http://cnschema.org/beforeMedia,beforeMedia,A media object representing the circumstances before performing this direction.,,操作后的媒体展示,执行操作后显示的图片或视频等媒体对象,,,,,http://schema.org/beforeMedia
property,http://cnschema.org/benefits,benefits,Description of benefits associated with the job.,http://schema.org/jobBenefits,工作福利,与该工作相关的福利。,,,,,http://schema.org/benefits
property,http://cnschema.org/bestRating,bestRating,"The highest value allowed in this rating system. If bestRating is omitted, 5 is assumed.",,支持的最高评分分数,该评分系统中允许的最高评分分数，如果没有设置最高评分分数，就假定为5。,,,,,http://schema.org/bestRating
property,http://cnschema.org/billingAddress,billingAddress,The billing address for the order.,,账单地址,账单的邮寄地址。,,,,,http://schema.org/billingAddress
property,http://cnschema.org/billingIncrement,billingIncrement,This property specifies the minimal quantity and rounding increment that will be the basis for the billing. The unit of measurement is specified by the unitCode property.,,计费增量,指定了作为账单计费基础的最小数量和舍入增量。测量单位由unitCode属性指定。,,,,,http://schema.org/billingIncrement
property,http://cnschema.org/billingPeriod,billingPeriod,The time interval used to compute the invoice.,,账单结算周期,单据结算的时间间隔。,,,,,http://schema.org/billingPeriod
property,http://cnschema.org/birthDate,birthDate,Date of birth.,,出生日期,出生的日期。,生日,date of birth,http://www.wikidata.org/entity/P569,https://en.wikipedia.org/wiki/Birthday,http://schema.org/birthDate
property,http://cnschema.org/birthPlace,birthPlace,The place where the person was born.,,出生地点,此人出生的地方。,出生地,place of birth,http://www.wikidata.org/entity/P19,https://en.wikipedia.org/wiki/Birth_place,http://schema.org/birthPlace
property,http://cnschema.org/bitrate,bitrate,The bitrate of the media object.,,比特率,媒体对象的比特率。,位速率,,,https://en.wikipedia.org/wiki/Bit_rate,http://schema.org/bitrate
property,http://cnschema.org/blogPost,blogPost,A posting that is part of this blog.,,博客文章,该博客的帖子之一。,,,,https://en.wikipedia.org/wiki/Blog_post,http://schema.org/blogPost
property,http://cnschema.org/blogPosts,blogPosts,The postings that are part of this blog.,http://schema.org/blogPost,博客文章,"该博客的帖子(拼写的单数形式, blogPost)。",,,,https://en.wikipedia.org/wiki/Blog_post,http://schema.org/blogPosts
property,http://cnschema.org/boardingGroup,boardingGroup,The airline-specific indicator of boarding order / preference.,,登机乘客分组,航空公司的登机顺序或优先顺序。,,,,,http://schema.org/boardingGroup
property,http://cnschema.org/boardingPolicy,boardingPolicy,The type of boarding policy used by the airline (e.g. zone-based or group-based).,,登机政策,航空公司所用的登机政策的类型（例如基于区域的、基于分组的）。,,,,,http://schema.org/boardingPolicy
property,http://cnschema.org/bookEdition,bookEdition,The edition of the book.,,书籍版本,该书的版本。,,,,https://en.wikipedia.org/wiki/Edition_(book),http://schema.org/bookEdition
property,http://cnschema.org/bookFormat,bookFormat,The format of the book.,,书籍格式,该书的样式。,,,,,http://schema.org/bookFormat
property,http://cnschema.org/bookingAgent,bookingAgent,bookingAgent' is an out-dated term indicating a 'broker' that serves as a booking agent.,http://schema.org/broker,订票中介,票务服务的订票代理商,,,,https://en.wikipedia.org/wiki/Booking_agent,http://schema.org/bookingAgent
property,http://cnschema.org/bookingTime,bookingTime,The date and time the reservation was booked.,,预订时间,预订的日期和时间。,,,,,http://schema.org/bookingTime
property,http://cnschema.org/borrower,borrower,A sub property of participant. The person that borrows the object being lent.,,借入者,参与者属性的子属性。借入东西的人。,借入方,,,https://en.wikipedia.org/wiki/Borrower,http://schema.org/borrower
property,http://cnschema.org/box,box,"A box is the area enclosed by the rectangle formed by two points. The first point is the lower corner, the second point is the upper corner. A box is expressed as two points separated by a space character.",,边界框,边界框是由两个点形成的矩形所包围的区域。第一个点是下角，第二个点是上角。边界框用空格符分隔的两个点来表示。,,,,,http://schema.org/box
property,http://cnschema.org/branchCode,branchCode,"A short textual code (also called ""store code"") that uniquely identifies a place of business. The code is typically assigned by the parentOrganization and used in structured URLs. For example, in the URL http://www.starbucks.co.uk/store-locator/etc/detail/3047 the code ""3047"" is a branchCode for a particular branch.",,分支编码,一个简短的文本编码（也称为商店码）， 用于唯一标示商务地点。,,,,,http://schema.org/branchCode
property,http://cnschema.org/branchOf,branchOf,"The larger organization that this local business is a branch of, if any. Not to be confused with (anatomical)branch.",http://schema.org/parentOrganization,母公司,如果有的话，就是指该本地企业所属的更大的机构。,,,,,http://schema.org/branchOf
property,http://cnschema.org/brand,brand,"The brand(s) associated with a product or service, or the brand(s) maintained by an organization or business person.",,品牌,与该产品或服务相关的品牌，或者是由该组织或个人维护的品牌。,,brand,http://www.wikidata.org/entity/P1716,https://en.wikipedia.org/wiki/Brand,http://schema.org/brand
property,http://cnschema.org/breadcrumb,breadcrumb,A set of links that can help a user understand and navigate a website hierarchy.,,面包屑,网页内元素，说明当前页面在网站中所属的层次结构,,,,https://en.wikipedia.org/wiki/Breadcrumb_(navigation),http://schema.org/breadcrumb
property,http://cnschema.org/broadcastAffiliateOf,broadcastAffiliateOf,The media network(s) whose content is broadcast on this station.,,所属广播站,广播网络的内容来自的站点,,,,,http://schema.org/broadcastAffiliateOf
property,http://cnschema.org/broadcastChannelId,broadcastChannelId,"The unique address by which the BroadcastService can be identified in a provider lineup. In US, this is typically a number.",,广播频道ID,可以在供应商中识别出该BroadcastService的唯一地址。 在美国，这通常是一个数字。,,,,,http://schema.org/broadcastChannelId
