category,@id,name,description,supersededBy,nameZh,descriptionZh,alternateName,wikidataName,wikidataUrl,wikipediaUrl,schemaorgUrl
property,http://cnschema.org/recipient,recipient,A sub property of participant. The participant who is at the receiving end of the action.,,接收者,参与者的子属性。 在行动接收端的参与者。,,,,,http://schema.org/recipient
property,http://cnschema.org/recordLabel,recordLabel,The label that issued the release.,,唱片公司,音乐作品的发布厂商，即通常所说的唱片公司，例如德唱，迪卡（decca)。,,record label,http://www.wikidata.org/entity/P264,https://en.wikipedia.org/wiki/Record_label,http://schema.org/recordLabel
property,http://cnschema.org/recordedAs,recordedAs,An audio recording of the work.,,录音,音乐作品的录音。,,,,,http://schema.org/recordedAs
property,http://cnschema.org/recordedAt,recordedAt,The Event where the CreativeWork was recorded. The CreativeWork may capture all or part of the event.,,对应的活动,媒体记录对应的活动，例如一段录音记录了某个会议活动。,,recorded at,https://www.wikidata.org/entity/P483,,http://schema.org/recordedAt
property,http://cnschema.org/recordedIn,recordedIn,The CreativeWork that captured all or part of this Event.,,所属媒体记录,活动的媒体记录，例如活动的录像，照片，录音。,,,,,http://schema.org/recordedIn
property,http://cnschema.org/recordingOf,recordingOf,The composition this track is a recording of.,,对应的音乐作品,此录音所记录的音乐作品,,,,,http://schema.org/recordingOf
property,http://cnschema.org/referenceQuantity,referenceQuantity,"The reference quantity for which a certain price applies, e.g. 1 EUR per 4 kWh of electricity. This property is a replacement for unitOfMeasurement for the advanced cases where the price does not relate to a standard unit.",,参考数量,报价对应的商品数量，例如 每4 kWh电1欧元，10块钱3个苹果。该属性适用于缺乏标准产品单价的产品。,,,,,http://schema.org/referenceQuantity
property,http://cnschema.org/referencesOrder,referencesOrder,The Order(s) related to this Invoice. One or more Orders may be combined into a single Invoice.,,对应的订单,与此收据对应的客户订单。 一个收据可以对应一个或多个订单。,,,,,http://schema.org/referencesOrder
property,http://cnschema.org/regionsAllowed,regionsAllowed,"The regions where the media is allowed. If not specified, then it's assumed to be allowed everywhere. Specify the countries in ISO 3166 format.",,允许播放的地区,媒体发行播放的指定区域。如果没有指定，则表示可以在任何国家发行。指定发行国家按照需要按照ISO 3166标准,,,,,http://schema.org/regionsAllowed
property,http://cnschema.org/relatedLink,relatedLink,"A link related to this web page, for example to other related web pages.",,相关链接,与此网站有关的链接，例如其他相关网站的链接,,,,,http://schema.org/relatedLink
property,http://cnschema.org/relatedTo,relatedTo,The most generic familial relation.,,亲属,最通用的家族关系。,,,,,http://schema.org/relatedTo
property,http://cnschema.org/releaseDate,releaseDate,The release date of a product or product model. This can be used to distinguish the exact variant of a product.,,发布日期,产品或者产品型号的发布日期。可以用来区分同一产品系列下的不同产品。,,,,,http://schema.org/releaseDate
property,http://cnschema.org/releaseNotes,releaseNotes,Description of what changed in this version.,,发布说明,产品或者产品型号的发布说明，描述在这个版本的更改内容,,,,https://en.wikipedia.org/wiki/Release_notes,http://schema.org/releaseNotes
property,http://cnschema.org/releaseOf,releaseOf,The album this is a release of.,,对应的专辑,该（地区）发行版本对应的音乐专辑。,,,,,http://schema.org/releaseOf
property,http://cnschema.org/releasedEvent,releasedEvent,"The place and time the release was issued, expressed as a PublicationEvent.",,发布活动,作品的发布活动（包括时间和地点）,,,,,http://schema.org/releasedEvent
property,http://cnschema.org/remainingAttendeeCapacity,remainingAttendeeCapacity,The number of attendee places for an event that remain unallocated.,,剩余可容纳的参与人数,活动还可以容纳的参与者人数,,,,,http://schema.org/remainingAttendeeCapacity
property,http://cnschema.org/replacee,replacee,A sub property of object. The object that is being replaced.,,被替代者,被替代者,,,,,http://schema.org/replacee
property,http://cnschema.org/requiredQuantity,requiredQuantity,The required quantity of the item(s).,,相关物料的数量,操作所需要的物料数量,,,,,http://schema.org/requiredQuantity
property,http://cnschema.org/replacer,replacer,A sub property of object. The object that replaces.,,替代者,替代者,,,,,http://schema.org/replacer
property,http://cnschema.org/replyToUrl,replyToUrl,The URL at which a reply may be posted to the specified UserComment.,,回复链接,回复某一条用户评论对应的ＵＲＬ,,,,,http://schema.org/replyToUrl
property,http://cnschema.org/reportNumber,reportNumber,The number or other unique designator assigned to a Report by the publishing organization.,,报告编号,出版机构给一个报告分配的编码或标识符。,,,,,http://schema.org/reportNumber
property,http://cnschema.org/representativeOfPage,representativeOfPage,Indicates whether this image is representative of the content of the page.,,作为主题图所对应的页面,该图片对应的页面，在这个页面里该图片是主题图。,,,,,http://schema.org/representativeOfPage
property,http://cnschema.org/requiredCollateral,requiredCollateral,"Assets required to secure loan or credit repayments. It may take form of third party pledge, goods, financial instruments (cash, securities, etc.)",,必须抵押品,贷款或信贷还款所必需的抵押资产。 可以采取第三方质押，货物，金融工具（现金，证券等）的形式,,,,,http://schema.org/requiredCollateral
property,http://cnschema.org/requiredGender,requiredGender,Audiences defined by a person's gender.,,性别要求,对于受众的性别要求,,,,,http://schema.org/requiredGender
property,http://cnschema.org/requiredMaxAge,requiredMaxAge,Audiences defined by a person's maximum age.,,最大年龄要求,对于受众的最大年龄要求,,,,,http://schema.org/requiredMaxAge
property,http://cnschema.org/requiredMinAge,requiredMinAge,Audiences defined by a person's minimum age.,,最小年龄要求,对于受众的最小年龄要求,,,,,http://schema.org/requiredMinAge
property,http://cnschema.org/requiredQuantity,requiredQuantity,The required quantity of the item(s).,,相关物料的数量,操作所需物料的数量,,,,,http://schema.org/requiredQuantity
property,http://cnschema.org/requirements,requirements,"Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).",http://schema.org/softwareRequirements,运行要求,应用程序的组件依赖性要求。 这包括运行环境和未包含在应用程序分发程序包中但是运行应用程序却需要的共享库或软件包（示例：DirectX，Java或.NET运行虚拟环境，JAVA程序的依赖JAR包）。,,,,,http://schema.org/requirements
property,http://cnschema.org/requiresSubscription,requiresSubscription,"Indicates if use of the media require a subscription (either paid or free). Allowed values are true or false (note that an earlier version had 'yes', 'no').",,是否需要订阅,说明用户使用媒体前，是否需要订阅。这里订阅可以是付费也可以是免费的。,,,,,http://schema.org/requiresSubscription
property,http://cnschema.org/reservationFor,reservationFor,"The thing -- flight, event, restaurant,etc. being reserved.",,预定的对象,预定的目标对象，例如航班，酒店，演出,,,,,http://schema.org/reservationFor
property,http://cnschema.org/reservationId,reservationId,A unique identifier for the reservation.,,预定的ID,预订的编码，唯一标识符,,,,,http://schema.org/reservationId
property,http://cnschema.org/reservationStatus,reservationStatus,The current status of the reservation.,,预定的状态,预订的当前状态,,,,,http://schema.org/reservationStatus
property,http://cnschema.org/reservedTicket,reservedTicket,A ticket associated with the reservation.,,预定的票据,预订相关的票据,,,,,http://schema.org/reservedTicket
property,http://cnschema.org/responsibilities,responsibilities,Responsibilities associated with this role.,,工作职责,角色的工作职责,,,,https://en.wikipedia.org/wiki/Duty,http://schema.org/responsibilities
property,http://cnschema.org/result,result,The result produced in the action. e.g. John wrote a book.,,行动的结果,行动的结果。例如约翰写了一本书。,,,,,http://schema.org/result
property,http://cnschema.org/resultComment,resultComment,A sub property of result. The Comment created or sent as a result of this action.,,行动的结论,结果的子属性。以文字结论作为行动的结果。,,,,,http://schema.org/resultComment
property,http://cnschema.org/resultReview,resultReview,A sub property of result. The review that resulted in the performing of the action.,,行动的评论,结果的子属性。以评论作为行动的结果。,,,,,http://schema.org/resultReview
property,http://cnschema.org/review,review,A review of the item.,,事物的评论,针对某一个事物（人，文章，地点，产品）的评论,,,,,http://schema.org/review
property,http://cnschema.org/reviewBody,reviewBody,The actual body of the review.,,评论的正文,单条评论的正文内容,,,,,http://schema.org/reviewBody
property,http://cnschema.org/reviewCount,reviewCount,The count of total number of reviews.,,评论的总数,所有评论的总数量,,,,,http://schema.org/reviewCount
property,http://cnschema.org/reviewRating,reviewRating,"The rating given in this review. Note that reviews can themselves be rated. The reviewRating applies to rating given by the review. The aggregateRating property applies to the review itself, as a creative work.",,评论的打分,单条评论所给出的评分。,,review score,http://www.wikidata.org/entity/P444,,http://schema.org/reviewRating
property,http://cnschema.org/reviewedBy,reviewedBy,People or organizations that have reviewed the content on this web page for accuracy and/or completeness.,,评论者,评论网页内容（准确性、完整性）的人或者组织,,,,,http://schema.org/reviewedBy
property,http://cnschema.org/reviews,reviews,Review of the item.,http://schema.org/review,事物的评论,针对某一个事物（人，文章，地点，产品）的评论,,,,,http://schema.org/reviews
property,http://cnschema.org/roleName,roleName,"A role played, performed or filled by a person or organization. For example, the team of creators for a comic book might fill the roles named 'inker', 'penciller', and 'letterer'; or an athlete in a SportsTeam might play in the position named 'Quarterback'.",,角色名称,由个人或组织发挥，扮演或担任的角色。例如例如，漫画书的创作者团队可能会创作“蜘蛛侠”，“钢铁侠”的角色; 或运动队的运动员可能会在运动场上担任“四分卫”的角色,,,,,http://schema.org/roleName
property,http://cnschema.org/rsvpResponse,rsvpResponse,"The response (yes, no, maybe) to the RSVP.",,对请柬的回复,回复种类：可以，不可以，可能,,,,,http://schema.org/rsvpResponse
property,http://cnschema.org/runtime,runtime,"Runtime platform or script interpreter dependencies (Example - Java v1, Python2.3, .Net Framework 3.0).",http://schema.org/runtimePlatform,运行平台,运行平台或者脚本解释器。例如：Java v1，Python2.3，.NET Framework 3.0,,,,https://en.wikipedia.org/wiki/Runtime_system,http://schema.org/runtime
property,http://cnschema.org/runtimePlatform,runtimePlatform,"Runtime platform or script interpreter dependencies (Example - Java v1, Python2.3, .Net Framework 3.0).",,运行平台,运行平台或者脚本解释器。例如：Java v1，Python2.3，.NET Framework 3.0,,,,,http://schema.org/runtimePlatform
property,http://cnschema.org/salaryCurrency,salaryCurrency,The currency (coded using ISO 4217 ) used for the main salary information in this job posting or for this employee.,,工资结算货币,发布的职位上，用于描述薪水的货币单位。（使用ISO 4217标准）,,,,,http://schema.org/salaryCurrency
property,http://cnschema.org/sameAs,sameAs,"URL of a reference Web page that unambiguously indicates the item's identity. E.g. the URL of the item's Wikipedia page, Wikidata entry, or official website.",,等同,两个概念等价,,exact match,http://www.wikidata.org/entity/P2888,,http://schema.org/sameAs
property,http://cnschema.org/sampleType,sampleType,"What type of code sample: full (compile ready) solution, code snippet, inline code, scripts, template.",http://schema.org/codeSampleType,代码示例的类型,代码示例的类型。例如：可编译的完整代码，代码片段，内联代码，脚本，模板。,,,,,http://schema.org/sampleType
property,http://cnschema.org/saturatedFatContent,saturatedFatContent,The number of grams of saturated fat.,,饱和脂肪含量,饱和脂肪酸的克数,,,,,http://schema.org/saturatedFatContent
property,http://cnschema.org/scheduledPaymentDate,scheduledPaymentDate,The date the invoice is scheduled to be paid.,,预约的付款日期,预约的支付日期,,,,,http://schema.org/scheduledPaymentDate
property,http://cnschema.org/scheduledTime,scheduledTime,The time the object is scheduled to.,,预约的时间,预约的时间,,,,,http://schema.org/scheduledTime
property,http://cnschema.org/schemaVersion,schemaVersion,"Indicates (by URL or string) a particular version of a schema used in some CreativeWork. For example, a document could declare a schemaVersion using an URL such as http://schema.org/version/2.0/ if precise indication of schema version was required by some application.",,schema的版本号,某些作品中使用的schema版本。例如，文档对应模版的版本，数据对应此汇集的版本。可以使用URL（例如http://schema.org/version/2.0/）声明schemaVersion。,,,,,http://schema.org/schemaVersion
property,http://cnschema.org/screenCount,screenCount,The number of screens in the movie theater.,,放映厅数量,影院的放映厅数量,,,,,http://schema.org/screenCount
property,http://cnschema.org/screenshot,screenshot,A link to a screenshot image of the app.,,截图,该应用的截图链接,,,,https://en.wikipedia.org/wiki/Screenshot,http://schema.org/screenshot
property,http://cnschema.org/season,season,A season in a media series.,http://schema.org/containsSeason,季,连续节目的季。例如老友记包含第三季，第四季等等。,,,,,http://schema.org/season
property,http://cnschema.org/seasonNumber,seasonNumber,Position of the season within an ordered group of seasons.,,季的编号,在连续节目中，该季的顺序编号,,,,,http://schema.org/seasonNumber
property,http://cnschema.org/seasons,seasons,A season in a media series.,http://schema.org/season,季,连续节目的季。例如老友记包含第三季，第四季等等。,,,,,http://schema.org/seasons
property,http://cnschema.org/seatNumber,seatNumber,"The location of the reserved seat (e.g., 27).",,座位编号,座位的（所在排）位置，例如 ２７号,,,,,http://schema.org/seatNumber
property,http://cnschema.org/seatRow,seatRow,"The row location of the reserved seat (e.g., B).",,座位排号,座位的所在排,,,,,http://schema.org/seatRow
property,http://cnschema.org/seatSection,seatSection,The section location of the reserved seat (e.g. Orchestra).,,座位区号,座位的所在区域。例如二层3排15号。,,,,,http://schema.org/seatSection
property,http://cnschema.org/seatingType,seatingType,The type/class of the seat.,,座位类型,座位的类型,,,,,http://schema.org/seatingType
property,http://cnschema.org/securityScreening,securityScreening,The type of security screening the passenger is subject to.,,安全检查,航班预定所需要的安全检查类型。,,,,,http://schema.org/securityScreening
property,http://cnschema.org/seeks,seeks,A pointer to products or services sought by the organization or person (demand).,,用户需求,个人或组织公布的需求，用于寻求某种商品或服务。,,,,,http://schema.org/seeks
property,http://cnschema.org/seller,seller,An entity which offers (sells / leases / lends / loans) the services / goods. A seller may also be a provider.,,卖家,提供商品出售、物品租赁、贷款等服务的人或组织。,卖家,,,,http://schema.org/seller
property,http://cnschema.org/sender,sender,A sub property of participant. The participant who is at the sending end of the action.,,发送者,参与者的子属性。例如邮件的发送者。,,,,,http://schema.org/sender
property,http://cnschema.org/serialNumber,serialNumber,"The serial number or any alphanumeric identifier of a particular product. When attached to an offer, it is a shortcut for the serial number of the product included in the offer.",,序列号,此产品的序列号。序列号是由一系列数字和字母数字组成的标识符。,,serial number,http://www.wikidata.org/entity/P2598,https://en.wikipedia.org/wiki/Serial_code,http://schema.org/serialNumber
property,http://cnschema.org/serverStatus,serverStatus,Status of a game server.,,服务器状态,游戏服务器的状态,,,,,http://schema.org/serverStatus
property,http://cnschema.org/servesCuisine,servesCuisine,The cuisine of the restaurant.,,主营菜系,餐厅的主营菜系，例如：法国菜，中国菜,,cuisine,https://www.wikidata.org/entity/P2012,,http://schema.org/servesCuisine
property,http://cnschema.org/serviceArea,serviceArea,The geographic area where the service is provided.,http://schema.org/areaServed,服务区域,服务覆盖的地理区域。,,,,,http://schema.org/serviceArea
property,http://cnschema.org/serviceAudience,serviceAudience,The audience eligible for this service.,http://schema.org/audience,服务人群,有资格获得此项服务的受众,,,,,http://schema.org/serviceAudience
property,http://cnschema.org/serviceLocation,serviceLocation,"The location (e.g. civic structure, local business, etc.) where a person can go to access the service.",,服务所在地点,人们可以获得此项服务的地方（例如，市政建筑，本地商业等）,,,,,http://schema.org/serviceLocation
property,http://cnschema.org/serviceOperator,serviceOperator,"The operating organization, if different from the provider. This enables the representation of services that are provided by an organization, but operated by another organization like a subcontractor.",,服务的运营商,不同于提供商（provider）提供服务，运营商（例如分包商）运营服务,,operator,http://www.wikidata.org/entity/P137,,http://schema.org/serviceOperator
property,http://cnschema.org/serviceOutput,serviceOutput,"The tangible thing generated by the service, e.g. a passport, permit, etc.",,服务产出,由服务产生的有形的东西，例如 护照，许可证等,,,,,http://schema.org/serviceOutput
property,http://cnschema.org/servicePhone,servicePhone,The phone number to use to access the service.,,服务电话,用来接通服务的电话号码,,,,,http://schema.org/servicePhone
property,http://cnschema.org/servicePostalAddress,servicePostalAddress,The address for accessing the service by mail.,,服务邮寄地址,可以通过邮件访问服务的地址,,,,,http://schema.org/servicePostalAddress
property,http://cnschema.org/serviceSmsNumber,serviceSmsNumber,The number to access the service by text message.,,服务短信号码,可以通过发送短讯访问服务的号码,,,,,http://schema.org/serviceSmsNumber
property,http://cnschema.org/serviceType,serviceType,"The type of service being offered, e.g. veterans' benefits, emergency relief, etc.",,服务类型,提供的服务类型，例如 退伍军人的福利，紧急救济等,,,,,http://schema.org/serviceType
property,http://cnschema.org/serviceUrl,serviceUrl,The website to access the service.,,服务链接,用来访问服务的网站,,,,,http://schema.org/serviceUrl
property,http://cnschema.org/servingSize,servingSize,"The serving size, in terms of the number of volume or mass.",,食用分量,以体积或者质量计算的食用量,,,,https://en.wikipedia.org/wiki/Serving_size,http://schema.org/servingSize
property,http://cnschema.org/sharedContent,sharedContent,"A CreativeWork such as an image, video, or audio clip shared as part of this posting.",,分享的内容,以发布的形式共享的作品，例如：图形，视频，音频剪辑,,,,,http://schema.org/sharedContent
property,http://cnschema.org/sibling,sibling,A sibling of the person.,,兄弟姐妹,兄弟姐妹,,sibling,http://www.wikidata.org/entity/P3373,https://en.wikipedia.org/wiki/Sibling,http://schema.org/sibling
property,http://cnschema.org/siblings,siblings,A sibling of the person.,http://schema.org/sibling,兄弟姐妹,兄弟姐妹,,,,https://en.wikipedia.org/wiki/Sibling,http://schema.org/siblings
property,http://cnschema.org/significantLink,significantLink,"One of the more significant URLs on the page. Typically, these are the non-navigation links that are clicked on the most.",,主要对外链接,网页上最重要的网址之一。 通常，这些是最多点击的非导航链接。,,,,,http://schema.org/significantLink
property,http://cnschema.org/significantLinks,significantLinks,"The most significant URLs on the page. Typically, these are the non-navigation links that are clicked on the most.",http://schema.org/significantLink,主要对外链接,网页上最重要的网址。 通常，这些是最多点击的非导航链接。,,,,,http://schema.org/significantLinks
property,http://cnschema.org/skills,skills,Skills required to fulfill this role.,,技能要求,能满足此工作职位的技能要求,,,,https://en.wikipedia.org/wiki/Skill,http://schema.org/skills
property,http://cnschema.org/sku,sku,"The Stock Keeping Unit (SKU), i.e. a merchant-specific identifier for a product or service, or the product to which the offer refers.",,单品编号,最小库存单元是指包含特定的自然属性与社会属性的商品种类，在零售连锁门店管理中通常称为“单品”。当一种商品而言，当他的品牌、型号、配置、花色、容量、生产日期、保质期、用途、价格、产地等属性与其他商品存在不同时，就是一个不同的最小存货单元。,,,,,http://schema.org/sku
property,http://cnschema.org/smokingAllowed,smokingAllowed,"Indicates whether it is allowed to smoke in the place, e.g. in the restaurant, hotel or hotel room.",,是否允许吸烟,指示是否能够吸烟的标识，例如在餐馆，酒店中,,,,,http://schema.org/smokingAllowed
property,http://cnschema.org/sodiumContent,sodiumContent,The number of milligrams of sodium.,,钠含量,钠的微克数,,,,,http://schema.org/sodiumContent
property,http://cnschema.org/softwareAddOn,softwareAddOn,Additional content for a software application.,,软件的插件,软件应用程序的附加内容,,,,,http://schema.org/softwareAddOn
property,http://cnschema.org/softwareHelp,softwareHelp,Software application help.,,软件的帮助文档,软件帮助文档,,,,,http://schema.org/softwareHelp
property,http://cnschema.org/softwareRequirements,softwareRequirements,"Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).",,软件的运行要求,应用程序对组件的要求。其中包括运行环境和未包含在应用程序发布的程序包中，但是运行应用程序时却必须的共享库（示例：DirectX，Java或.NET运行时）,,,,,http://schema.org/softwareRequirements
property,http://cnschema.org/softwareVersion,softwareVersion,Version of the software instance.,,软件的版本,软件的版本,,software version,http://www.wikidata.org/entity/P348,https://en.wikipedia.org/wiki/Software_versioning,http://schema.org/softwareVersion
property,http://cnschema.org/sourceOrganization,sourceOrganization,The Organization on whose behalf the creator was working.,,作者所属机构,创作者代表哪个机构工作的,,,,,http://schema.org/sourceOrganization
property,http://cnschema.org/spatial,spatial,"The range of spatial applicability of a dataset, e.g. for a dataset of New York weather, the state of New York.",http://schema.org/spatialCoverage,数据集对应的地区,数据集的空间适用范围，例如 对于纽约天气数据集，数据集对应的地区就表示纽约州,,,,,http://schema.org/spatial
property,http://cnschema.org/spatialCoverage,spatialCoverage,"The spatialCoverage of a CreativeWork indicates the place(s) which are the focus of the content. It is a subproperty of contentLocation intended primarily for more technical and detailed materials. For example with a Dataset, it indicates areas that the dataset describes: a dataset of New York weather would have spatialCoverage which was the place: the state of New York.",,数据集对应的地区,表示内容集中在什么地方。 它是内容位置的一个子属性，主要用于更多的技术性的、详细的材料。 例如使用数据集时，它表示数据集描述的区域：纽约天气的数据集。那么数据集对应的地区便是纽约州。,,,,,http://schema.org/spatialCoverage
property,http://cnschema.org/specialCommitments,specialCommitments,"Any special commitments associated with this job posting. Valid entries include VeteranCommit, MilitarySpouseCommit, etc.",,特别承诺,与此职位相关的任何特别承诺。有效实体包括退伍军人承诺，军事配偶承诺等。,,,,,http://schema.org/specialCommitments
property,http://cnschema.org/specialOpeningHoursSpecification,specialOpeningHoursSpecification,The special opening hours of a certain place. Use this to explicitly override general opening hours brought in scope by openingHoursSpecification or openingHours.,,特殊开放时间详情,特定开放时间的某个地方。 使用此功能通过打开“小时规格”或“营业时间”来明确地覆盖引入范围的一般开放时间。,,,,,http://schema.org/specialOpeningHoursSpecification
property,http://cnschema.org/specialty,specialty,One of the domain specialities to which this web page's content applies.,,特长,该网页内容适用的域名专业之一。,,,,,http://schema.org/specialty
property,http://cnschema.org/sponsor,sponsor,"A person or organization that supports a thing through a pledge, promise, or financial contribution. e.g. a sponsor of a Medical Study or a corporate sponsor of an event.",,赞助者,通过质押，承诺或财政捐助支持事物的人或组织。 例如 医学研究的赞助者或事件的公司赞助商。,,sponsor,http://www.wikidata.org/entity/P859,,http://schema.org/sponsor
property,http://cnschema.org/step,step,"A single step item (as HowToStep, text, document, video, etc.) or a HowToSection.",,相关操作步骤,操作包含的步骤,,,,,http://schema.org/step
property,http://cnschema.org/sport,sport,A type of sport (e.g. Baseball).,,运动,一种运动项目，例如棒球,,sport,http://www.wikidata.org/entity/P641,https://en.wikipedia.org/wiki/Sport,http://schema.org/sport
property,http://cnschema.org/steps,steps,"A single step item (as HowToStep, text, document, video, etc.) or a HowToSection (originally misnamed 'steps'; 'step' is preferred).",http://schema.org/step,相关操作步骤,操作包含的步骤,,,,,http://schema.org/steps
property,http://cnschema.org/sportsActivityLocation,sportsActivityLocation,A sub property of location. The sports activity location where this action occurred.,,运动场所,地点的子属性，表示体育活动举行的地方,,,,,http://schema.org/sportsActivityLocation
property,http://cnschema.org/sportsEvent,sportsEvent,A sub property of location. The sports event where this action occurred.,,运动有关的活动,地点的子属性，表示体育赛事举行的地方,,,,https://en.wikipedia.org/wiki/Sports_event,http://schema.org/sportsEvent
property,http://cnschema.org/sportsTeam,sportsTeam,A sub property of participant. The sports team that participated on this action.,,参赛队伍,参与者的子属性，表示参与活动的队伍,,,,https://en.wikipedia.org/wiki/Sports_team,http://schema.org/sportsTeam
property,http://cnschema.org/spouse,spouse,The person's spouse.,,配偶,此人的妻子，或者丈夫,,spouse,http://www.wikidata.org/entity/P26,https://en.wikipedia.org/wiki/Spouse,http://schema.org/spouse
property,http://cnschema.org/starRating,starRating,"An official rating for a lodging business or food establishment, e.g. from national associations or standards bodies. Use the author property to indicate the rating organization, e.g. as an Organization with name such as (e.g. HOTREC, DEHOGA, WHR, or Hotelstars).",,星级评分,住宿业务或食品业的官方（例如 来自国家协会或标准机构）评级。使用author属性指示评级机构，例如，作为一个名称为(例如HOTREC、DEHOGA、WHR或Hotelstars)的机构。,,,,https://en.wikipedia.org/wiki/Star_rating,http://schema.org/starRating
property,http://cnschema.org/startDate,startDate,The start date and time of the item (in ISO 8601 date format).,,开始日期,某事的开始日期和时间（按照ＩＳＯ ８６０１日期标准）,,,,,http://schema.org/startDate
property,http://cnschema.org/startTime,startTime,"The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from January to December. Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.",,开始时刻,某事的预期开始时间。对于跨越一段时间的动作。例如，约翰从１月到１２月写了一本书。注意：事件使用startDate / endDate而不是startTime / endTime，即使用时间描述日期。 今后的修订可能会澄清这种情况。,,start time,http://www.wikidata.org/entity/P580,,http://schema.org/startTime
property,http://cnschema.org/steeringPosition,steeringPosition,The position of the steering wheel or similar device (mostly for cars).,,方向盘位置,方向盘，或者其他类似设备（主要是汽车的设备）的位置。,,,,,http://schema.org/steeringPosition
property,http://cnschema.org/step,step,"A single step item (as HowToStep, text, document, video, etc.) or a HowToSection.",,相关操作步骤,操作包含的步骤,,,,,http://schema.org/step
property,http://cnschema.org/stepValue,stepValue,The stepValue attribute indicates the granularity that is expected (and required) of the value in a PropertyValueSpecification.,,步长,数值增长的原子单位。例如，出租车起步价后，每多一公里增加几块钱。,,,,,http://schema.org/stepValue
property,http://cnschema.org/steps,steps,"A single step item (as HowToStep, text, document, video, etc.) or a HowToSection (originally misnamed 'steps'; 'step' is preferred).",http://schema.org/step,相关操作步骤,操作包含的步骤,,,,,http://schema.org/steps
property,http://cnschema.org/storageRequirements,storageRequirements,Storage requirements (free space required).,,所需磁盘空间,需要的磁盘空间,,,,,http://schema.org/storageRequirements
property,http://cnschema.org/streetAddress,streetAddress,"The street address. For example, 1600 Amphitheatre Pkwy.",,街道地址,街道地址，例如，1600圆形剧场,,located at street address,http://www.wikidata.org/entity/P969,https://en.wikipedia.org/wiki/Street_address,http://schema.org/streetAddress
property,http://cnschema.org/subEvent,subEvent,"An Event that is part of this event. For example, a conference event includes many presentations, each of which is a subEvent of the conference.",,子活动,表示事件的一部分。 例如，会议事件包括许多演示文稿，每个演示文稿都是会议的子事件,,,,,http://schema.org/subEvent
property,http://cnschema.org/subEvents,subEvents,"Events that are a part of this event. For example, a conference event includes many presentations, each subEvents of the conference.",http://schema.org/subEvent,子活动,表示事件的一部分。 例如，会议事件包括许多演示文稿，每个演示文稿都是会议的子事件,,,,,http://schema.org/subEvents
property,http://cnschema.org/supply,supply,A sub-property of instrument. A supply consumed when performing instructions or a direction.,,相关物料,操作所需要的物料。,,,,,http://schema.org/supply
property,http://cnschema.org/subOrganization,subOrganization,"A relationship between two organizations where the first includes the second, e.g., as a subsidiary. See also: the more specific 'department' property.",,子机构,两个组织之间的关系。其中第二个组织，例如以子公司的名字，属于第一个组织。,,,,,http://schema.org/subOrganization
property,http://cnschema.org/subReservation,subReservation,The individual reservations included in the package. Typically a repeated property.,,子预定信息,此整体预定当中的个体预订事项，通常此属性是重复的。,,,,,http://schema.org/subReservation
property,http://cnschema.org/subtitleLanguage,subtitleLanguage,"Languages in which subtitles/captions are available, in IETF BCP 47 standard format.",,字幕语言,字幕语言，格式一般为IETF BCP 47标准,,,,,http://schema.org/subtitleLanguage
property,http://cnschema.org/successorOf,successorOf,"A pointer from a newer variant of a product to its previous, often discontinued predecessor.",,上一代型号,新一代的产品之前的产品，通常是已经停产的产品,,,,,http://schema.org/successorOf
property,http://cnschema.org/sugarContent,sugarContent,The number of grams of sugar.,,糖含量,糖的克数,,,,,http://schema.org/sugarContent
property,http://cnschema.org/suggestedAnswer,suggestedAnswer,"An answer (possibly one of several, possibly incorrect) to a Question, e.g. on a Question/Answer site.",,建议的答案,糖的克数,,,,,http://schema.org/suggestedAnswer
property,http://cnschema.org/suggestedGender,suggestedGender,The gender of the person or audience.,,建议的受众性别,受众的性别,,,,,http://schema.org/suggestedGender
property,http://cnschema.org/suggestedMaxAge,suggestedMaxAge,Maximal age recommended for viewing content.,,建议的受众最大年龄,推荐的内容受众的最大年龄,,,,,http://schema.org/suggestedMaxAge
property,http://cnschema.org/suggestedMinAge,suggestedMinAge,Minimal age recommended for viewing content.,,建议的受众最小年龄,推荐的内容受众的最小年龄,,,,,http://schema.org/suggestedMinAge
property,http://cnschema.org/suitableForDiet,suitableForDiet,"Indicates a dietary restriction or guideline for which this recipe or menu item is suitable, e.g. diabetic, halal etc.",,适用的饮食,表示该食谱或菜单的适用群体指南，例如 糖尿病，清真等,,,,,http://schema.org/suitableForDiet
property,http://cnschema.org/superEvent,superEvent,"An event that this event is a part of. For example, a collection of individual music performances might each have a music festival as their superEvent.",,上一级的活动,例如，个人音乐表演的集合可能每个都有一个音乐节作为他们的上一级活动。,,,,,http://schema.org/superEvent
property,http://cnschema.org/supply,supply,A sub-property of instrument. A supply consumed when performing instructions or a direction.,,相关物料,操作所需要的物料。,,,,,http://schema.org/supply
